,image_file,fixation_file,image_size,center_index,is_salient
962,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[191, 381]",salient
963,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[184, 383]",salient
964,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[186, 378]",salient
965,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[181, 386]",salient
966,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[172, 379]",salient
967,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[176, 382]",salient
968,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[171, 372]",salient
969,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[182, 389]",salient
970,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[263, 164]",non_salient
971,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[129, 564]",non_salient
972,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[366, 454]",non_salient
973,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[44, 653]",non_salient
974,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[99, 202]",non_salient
975,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[362, 109]",non_salient
976,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[105, 564]",non_salient
977,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[116, 603]",non_salient
978,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[93, 410]",non_salient
979,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[504, 581]",non_salient
980,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[360, 415]",non_salient
981,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[321, 58]",non_salient
982,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[30, 286]",non_salient
983,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[435, 497]",non_salient
984,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[277, 379]",non_salient
985,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[90, 154]",non_salient
986,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[437, 149]",non_salient
987,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[46, 523]",non_salient
988,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[427, 598]",non_salient
989,test\data\toronto\fixdens\images\33.jpg,test\data\toronto\fixdens\output\d33.jpg,"(681, 511)","[109, 511]",non_salient
990,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[433, 504]",salient
991,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[437, 501]",salient
992,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[224, 294]",salient
993,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[432, 506]",salient
994,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[213, 300]",salient
995,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[432, 498]",salient
996,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[423, 508]",salient
997,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[213, 296]",salient
998,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[429, 502]",salient
999,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[218, 302]",salient
1000,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[212, 96]",non_salient
1001,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[321, 678]",non_salient
1002,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[311, 663]",non_salient
1003,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[307, 54]",non_salient
1004,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[428, 597]",non_salient
1005,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[2, 429]",non_salient
1006,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[493, 85]",non_salient
1007,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[59, 618]",non_salient
1008,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[236, 152]",non_salient
1009,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[435, 196]",non_salient
1010,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[59, 346]",non_salient
1011,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[41, 399]",non_salient
1012,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[229, 444]",non_salient
1013,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[243, 4]",non_salient
1014,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[266, 536]",non_salient
1015,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[163, 382]",non_salient
1016,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[420, 586]",non_salient
1017,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[147, 675]",non_salient
1018,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[239, 561]",non_salient
1019,test\data\toronto\fixdens\images\34.jpg,test\data\toronto\fixdens\output\d34.jpg,"(681, 511)","[103, 109]",non_salient
1020,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[283, 447]",salient
1021,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[266, 448]",salient
1022,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[268, 452]",salient
1023,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[264, 453]",salient
1024,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[265, 460]",salient
1025,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[288, 452]",salient
1026,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[285, 443]",salient
1027,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[285, 444]",salient
1028,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[286, 455]",salient
1029,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[279, 452]",salient
1030,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[413, 436]",non_salient
1031,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[180, 327]",non_salient
1032,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[7, 168]",non_salient
1033,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[18, 675]",non_salient
1034,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[209, 668]",non_salient
1035,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[55, 238]",non_salient
1036,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[491, 555]",non_salient
1037,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[438, 6]",non_salient
1038,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[56, 525]",non_salient
1039,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[336, 266]",non_salient
1040,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[263, 11]",non_salient
1041,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[486, 666]",non_salient
1042,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[471, 488]",non_salient
1043,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[210, 99]",non_salient
1044,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[345, 293]",non_salient
1045,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[161, 184]",non_salient
1046,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[305, 267]",non_salient
1047,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[362, 440]",non_salient
1048,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[211, 193]",non_salient
1049,test\data\toronto\fixdens\images\35.jpg,test\data\toronto\fixdens\output\d35.jpg,"(681, 511)","[57, 339]",non_salient
1050,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[179, 193]",salient
1051,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[179, 196]",salient
1052,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[191, 204]",salient
1053,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[199, 197]",salient
1054,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[176, 200]",salient
1055,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[202, 209]",salient
1056,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[202, 207]",salient
1057,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[190, 201]",salient
1058,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[180, 192]",salient
1059,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[186, 208]",salient
1060,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[156, 114]",non_salient
1061,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[38, 135]",non_salient
1062,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[354, 435]",non_salient
1063,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[323, 670]",non_salient
1064,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[276, 536]",non_salient
1065,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[66, 130]",non_salient
1066,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[362, 85]",non_salient
1067,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[177, 340]",non_salient
1068,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[203, 384]",non_salient
1069,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[122, 533]",non_salient
1070,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[32, 109]",non_salient
1071,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[373, 464]",non_salient
1072,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[108, 274]",non_salient
1073,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[326, 91]",non_salient
1074,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[136, 69]",non_salient
1075,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[335, 112]",non_salient
1076,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[506, 58]",non_salient
1077,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[15, 569]",non_salient
1078,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[451, 384]",non_salient
1079,test\data\toronto\fixdens\images\36.jpg,test\data\toronto\fixdens\output\d36.jpg,"(681, 511)","[382, 28]",non_salient
1080,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[357, 386]",salient
1081,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[359, 382]",salient
1082,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[367, 391]",salient
1083,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[362, 393]",salient
1084,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[370, 392]",salient
1085,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[365, 373]",salient
1086,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[366, 390]",salient
1087,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[370, 377]",salient
1088,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[359, 377]",salient
1089,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[375, 376]",salient
1090,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[389, 630]",non_salient
1091,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[470, 166]",non_salient
1092,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[152, 10]",non_salient
1093,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[213, 640]",non_salient
1094,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[430, 610]",non_salient
1095,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[275, 412]",non_salient
1096,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[450, 625]",non_salient
1097,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[170, 592]",non_salient
1098,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[101, 254]",non_salient
1099,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[180, 673]",non_salient
1100,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[107, 227]",non_salient
1101,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[169, 479]",non_salient
1102,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[386, 461]",non_salient
1103,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[256, 191]",non_salient
1104,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[41, 446]",non_salient
1105,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[509, 321]",non_salient
1106,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[451, 679]",non_salient
1107,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[308, 22]",non_salient
1108,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[139, 578]",non_salient
1109,test\data\toronto\fixdens\images\37.jpg,test\data\toronto\fixdens\output\d37.jpg,"(681, 511)","[31, 350]",non_salient
1110,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[251, 252]",salient
1111,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[256, 238]",salient
1112,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[263, 254]",salient
1113,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[266, 247]",salient
1114,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[262, 231]",salient
1115,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[252, 239]",salient
1116,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[247, 244]",salient
1117,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[270, 238]",salient
1118,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[255, 253]",salient
1119,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[271, 240]",salient
1120,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[238, 459]",non_salient
1121,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[323, 85]",non_salient
1122,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[117, 633]",non_salient
1123,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[24, 199]",non_salient
1124,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[422, 35]",non_salient
1125,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[216, 433]",non_salient
1126,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[279, 592]",non_salient
1127,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[220, 457]",non_salient
1128,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[53, 649]",non_salient
1129,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[365, 507]",non_salient
1130,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[454, 316]",non_salient
1131,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[453, 195]",non_salient
1132,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[334, 636]",non_salient
1133,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[357, 496]",non_salient
1134,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[129, 107]",non_salient
1135,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[68, 166]",non_salient
1136,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[338, 522]",non_salient
1137,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[388, 215]",non_salient
1138,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[263, 146]",non_salient
1139,test\data\toronto\fixdens\images\38.jpg,test\data\toronto\fixdens\output\d38.jpg,"(681, 511)","[330, 171]",non_salient
1140,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[184, 239]",salient
1141,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[175, 240]",salient
1142,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[190, 242]",salient
1143,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[177, 231]",salient
1144,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[186, 230]",salient
1145,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[185, 228]",salient
1146,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[175, 229]",salient
1147,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[183, 233]",salient
1148,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[188, 237]",salient
1149,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[189, 240]",salient
1150,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[150, 579]",non_salient
1151,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[70, 542]",non_salient
1152,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[283, 586]",non_salient
1153,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[338, 528]",non_salient
1154,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[325, 631]",non_salient
1155,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[317, 627]",non_salient
1156,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[138, 154]",non_salient
1157,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[4, 578]",non_salient
1158,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[299, 551]",non_salient
1159,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[152, 283]",non_salient
1160,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[86, 493]",non_salient
1161,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[141, 568]",non_salient
1162,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[233, 385]",non_salient
1163,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[232, 180]",non_salient
1164,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[361, 184]",non_salient
1165,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[80, 55]",non_salient
1166,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[348, 469]",non_salient
1167,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[400, 153]",non_salient
1168,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[363, 586]",non_salient
1169,test\data\toronto\fixdens\images\39.jpg,test\data\toronto\fixdens\output\d39.jpg,"(681, 511)","[468, 560]",non_salient
1170,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[159, 461]",salient
1171,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[141, 445]",salient
1172,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[145, 449]",salient
1173,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[187, 451]",salient
1174,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[142, 446]",salient
1175,test\data\toronto\fixdens\images\40.jpg,test\data\toronto\fixdens\output\d40.jpg,"(681, 511)","[162, 438]",salient
